"","Station","Stratum","Stratum2","Year","Date","DateTime","Taxon","Genus","Species","AlgalType","Count","OrganismsPerMl"
"4563","C9","Southern Delta","South Delta",2016,2016-11-04,2016-11-04 11:00:00,"cf. Plagioselmis prolonga","Plagioselmis",NA,"Cryptophyte",14,2549.22
"4564","C9","Southern Delta","South Delta",2016,2016-11-04,2016-11-04 11:00:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",30,5462.61
"4565","C9","Southern Delta","South Delta",2016,2016-11-04,2016-11-04 11:00:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",509,92682.26
"4566","C9","Southern Delta","South Delta",2016,2016-11-04,2016-11-04 11:00:00,"Chroococcus sp.","Chroococcus",NA,"Cyanobacterium",119,21668.35
"4567","C9","Southern Delta","South Delta",2016,2016-11-04,2016-11-04 11:00:00,"Nitzschia palea","Nitzschia",NA,"Pennate Diatom",1,182.09
"4568","C9","Southern Delta","South Delta",2016,2016-11-04,2016-11-04 11:00:00,"Nitzschia sp.","Nitzschia",NA,"Pennate Diatom",1,182.09
"4569","C9","Southern Delta","South Delta",2016,2016-11-04,2016-11-04 11:00:00,"Pseudanabaena limnetica","Pseudanabaena",NA,"Cyanobacterium",18,3277.57
"4570","C10A",NA,NA,2016,2016-11-04,2016-11-04 12:30:00,"Achnanthidium minutissimum","Achnanthidium",NA,"Pennate Diatom",3,682.83
"4571","C10A",NA,NA,2016,2016-11-04,2016-11-04 12:30:00,"cf. Plagioselmis prolonga","Plagioselmis",NA,"Cryptophyte",9,2048.48
"4572","C10A",NA,NA,2016,2016-11-04,2016-11-04 12:30:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",23,5235
"4573","C10A",NA,NA,2016,2016-11-04,2016-11-04 12:30:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",472,107431.3
"4574","C10A",NA,NA,2016,2016-11-04,2016-11-04 12:30:00,"Chroococcus sp.","Chroococcus",NA,"Cyanobacterium",26,5917.83
"4575","C10A",NA,NA,2016,2016-11-04,2016-11-04 12:30:00,"Chrysococcus sp.","Chrysococcus",NA,"Chrysophyte",1,227.61
"4576","C10A",NA,NA,2016,2016-11-04,2016-11-04 12:30:00,"Cyclotella cf. striata","Cyclotella",NA,"Centric Diatom",2,455.22
"4577","C10A",NA,NA,2016,2016-11-04,2016-11-04 12:30:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",4,910.43
"4578","C10A",NA,NA,2016,2016-11-04,2016-11-04 12:30:00,"Monoraphidium contortum","Monoraphidium",NA,"Green Alga",2,455.22
"4579","C10A",NA,NA,2016,2016-11-04,2016-11-04 12:30:00,"Monoraphidium komarkovae","Monoraphidium",NA,"Green Alga",1,227.61
"4580","C10A",NA,NA,2016,2016-11-04,2016-11-04 12:30:00,"Planktolyngbya sp.","Planktolyngbya",NA,"Cyanobacterium",5,1138.04
"4581","C10A",NA,NA,2016,2016-11-04,2016-11-04 12:30:00,"Snowella sp.","Snowella",NA,"Cyanobacterium",1,227.61
"4582","D8",NA,NA,2016,2016-11-07,2016-11-07 09:15:00,"cf. Asterionellopsis glacialis","Asterionellopsis",NA,"Pennate Diatom",1,455.22
"4583","D8",NA,NA,2016,2016-11-07,2016-11-07 09:15:00,"cf. Cryptomonas erosa","Cryptomonas",NA,"Cryptophyte",1,455.22
"4584","D8",NA,NA,2016,2016-11-07,2016-11-07 09:15:00,"cf. Cyclotella sp.","Cyclotella",NA,"Centric Diatom",3,1365.65
"4585","D8",NA,NA,2016,2016-11-07,2016-11-07 09:15:00,"cf. Hemiselmis sp.","Hemiselmis",NA,"Cryptophyte",1,455.22
"4586","D8",NA,NA,2016,2016-11-07,2016-11-07 09:15:00,"cf. Ochromonas sp.","Ochromonas",NA,"Chrysophyte",5,2276.09
"4587","D8",NA,NA,2016,2016-11-07,2016-11-07 09:15:00,"cf. Plagioselmis nannoplanctica","Plagioselmis",NA,"Cryptophyte",2,910.43
"4588","D8",NA,NA,2016,2016-11-07,2016-11-07 09:15:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",5,2276.09
"4589","D8",NA,NA,2016,2016-11-07,2016-11-07 09:15:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",461,209855.22
"4590","D4","Lower Sacramento","Lower Sac",2016,2016-11-07,2016-11-07 10:45:00,"cf. Nitzschia sp.","Nitzschia",NA,"Pennate Diatom",1,227.61
"4591","D4","Lower Sacramento","Lower Sac",2016,2016-11-07,2016-11-07 10:45:00,"cf. Ochromonas sp.","Ochromonas",NA,"Chrysophyte",3,682.83
"4592","D4","Lower Sacramento","Lower Sac",2016,2016-11-07,2016-11-07 10:45:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",4,910.43
"4593","D4","Lower Sacramento","Lower Sac",2016,2016-11-07,2016-11-07 10:45:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",537,122225.87
"4594","D4","Lower Sacramento","Lower Sac",2016,2016-11-07,2016-11-07 10:45:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",2,455.22
"4595","D4","Lower Sacramento","Lower Sac",2016,2016-11-07,2016-11-07 10:45:00,"Monoraphidium minutum","Monoraphidium",NA,"Green Alga",1,227.61
"4596","D22","Lower Sacramento","Lower Sac",2016,2016-11-07,2016-11-07 12:10:00,"Aulacoseira sp.","Aulacoseira",NA,"Centric Diatom",8,2427.83
"4597","D22","Lower Sacramento","Lower Sac",2016,2016-11-07,2016-11-07 12:10:00,"cf. Cyclotella sp.","Cyclotella",NA,"Centric Diatom",1,303.48
"4598","D22","Lower Sacramento","Lower Sac",2016,2016-11-07,2016-11-07 12:10:00,"cf. Ochromonas sp.","Ochromonas",NA,"Chrysophyte",1,303.48
"4599","D22","Lower Sacramento","Lower Sac",2016,2016-11-07,2016-11-07 12:10:00,"cf. Synechococcus sp.","Synechococcus",NA,"Cyanobacterium",7,2124.35
"4600","D22","Lower Sacramento","Lower Sac",2016,2016-11-07,2016-11-07 12:10:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",437,132620
"4601","D22","Lower Sacramento","Lower Sac",2016,2016-11-07,2016-11-07 12:10:00,"Entomoneis sp.","Entomoneis",NA,"Pennate Diatom",2,606.96
"4602","D22","Lower Sacramento","Lower Sac",2016,2016-11-07,2016-11-07 12:10:00,"Lagerheimia genevensis","Lagerheimia",NA,"Green Alga",1,303.48
"4603","D22","Lower Sacramento","Lower Sac",2016,2016-11-07,2016-11-07 12:10:00,"Nitzschia sp.","Nitzschia",NA,"Pennate Diatom",1,303.48
"4604","D22","Lower Sacramento","Lower Sac",2016,2016-11-07,2016-11-07 12:10:00,"Plagioselmis prolonga","Plagioselmis",NA,"Cryptophyte",1,303.48
"4605","D22","Lower Sacramento","Lower Sac",2016,2016-11-07,2016-11-07 12:10:00,"Pseudokephyrion sp.","Pseudokephyrion",NA,"Chrysophyte",1,303.48
"4606","D7",NA,NA,2016,2016-11-08,2016-11-08 10:15:00,"cf. Chloroidium ellipsoideum","Chloroidium",NA,"Green Alga",2,910.43
"4607","D7",NA,NA,2016,2016-11-08,2016-11-08 10:15:00,"cf. Nitzschia sp.","Nitzschia",NA,"Pennate Diatom",1,455.22
"4608","D7",NA,NA,2016,2016-11-08,2016-11-08 10:15:00,"cf. Ochromonas sp.","Ochromonas",NA,"Chrysophyte",7,3186.52
"4609","D7",NA,NA,2016,2016-11-08,2016-11-08 10:15:00,"cf. Plagioselmis prolonga","Plagioselmis",NA,"Cryptophyte",3,1365.65
"4610","D7",NA,NA,2016,2016-11-08,2016-11-08 10:15:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",9,4096.96
"4611","D7",NA,NA,2016,2016-11-08,2016-11-08 10:15:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",496,225787.83
"4612","D7",NA,NA,2016,2016-11-08,2016-11-08 10:15:00,"Chroococcus sp.","Chroococcus",NA,"Cyanobacterium",1,455.22
"4613","D7",NA,NA,2016,2016-11-08,2016-11-08 10:15:00,"Hillea sp.","Hillea",NA,"Cryptophyte",3,1365.65
"4614","D7",NA,NA,2016,2016-11-08,2016-11-08 10:15:00,"Nitzschia inconspicua","Nitzschia",NA,"Pennate Diatom",1,455.22
"4615","D41A",NA,NA,2016,2016-11-09,2016-11-09 08:35:00,"cf. Ochromonas sp.","Ochromonas",NA,"Chrysophyte",6,1092.52
"4616","D41A",NA,NA,2016,2016-11-09,2016-11-09 08:35:00,"cf. Thalassiosira sp.","Thalassiosira",NA,"Centric Diatom",1,182.09
"4617","D41A",NA,NA,2016,2016-11-09,2016-11-09 08:35:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",11,2002.96
"4618","D41A",NA,NA,2016,2016-11-09,2016-11-09 08:35:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",580,105610.43
"4619","D41A",NA,NA,2016,2016-11-09,2016-11-09 08:35:00,"Cylindrospermopsis sp.","Cylindrospermopsis",NA,"Cyanobacterium",1,182.09
"4620","D41A",NA,NA,2016,2016-11-09,2016-11-09 08:35:00,"Hemiselmis sp.","Hemiselmis",NA,"Cryptophyte",2,364.17
"4621","D41",NA,NA,2016,2016-11-09,2016-11-09 09:25:00,"cf. Cyclotella sp.","Cyclotella",NA,"Centric Diatom",4,404.64
"4622","D41",NA,NA,2016,2016-11-09,2016-11-09 09:25:00,"cf. Ochromonas sp.","Ochromonas",NA,"Chrysophyte",12,1213.91
"4623","D41",NA,NA,2016,2016-11-09,2016-11-09 09:25:00,"cf. Plagioselmis prolonga","Plagioselmis",NA,"Cryptophyte",8,809.28
"4624","D41",NA,NA,2016,2016-11-09,2016-11-09 09:25:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",20,2023.19
"4625","D41",NA,NA,2016,2016-11-09,2016-11-09 09:25:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",438,44307.83
"4626","D41",NA,NA,2016,2016-11-09,2016-11-09 09:25:00,"Chroococcus sp.","Chroococcus",NA,"Cyanobacterium",1,101.16
"4627","D41",NA,NA,2016,2016-11-09,2016-11-09 09:25:00,"Crucigenia cf. tetrapedia","Crucigenia",NA,"Green Alga",1,101.16
"4628","D41",NA,NA,2016,2016-11-09,2016-11-09 09:25:00,"Hillea sp.","Hillea",NA,"Cryptophyte",7,708.12
"4629","D41",NA,NA,2016,2016-11-09,2016-11-09 09:25:00,"Kephyrion sp.","Kephyrion",NA,"Chrysophyte",1,101.16
"4630","D41",NA,NA,2016,2016-11-09,2016-11-09 09:25:00,"Rhodomonas lacustris","Rhodomonas",NA,"Cryptophyte",2,202.32
"4631","D41",NA,NA,2016,2016-11-09,2016-11-09 09:25:00,"Skeletonema sp.","Skeletonema",NA,"Centric Diatom",1,101.16
"4632","D6",NA,NA,2016,2016-11-09,2016-11-09 11:05:00,"cf. Cryptomonas erosa","Cryptomonas",NA,"Cryptophyte",1,151.74
"4633","D6",NA,NA,2016,2016-11-09,2016-11-09 11:05:00,"cf. Cylindrospermopsis sp.","Cylindrospermopsis",NA,"Cyanobacterium",1,151.74
"4634","D6",NA,NA,2016,2016-11-09,2016-11-09 11:05:00,"cf. Ochromonas sp.","Ochromonas",NA,"Chrysophyte",6,910.43
"4635","D6",NA,NA,2016,2016-11-09,2016-11-09 11:05:00,"cf. Plagioselmis prolonga","Plagioselmis",NA,"Cryptophyte",3,455.22
"4636","D6",NA,NA,2016,2016-11-09,2016-11-09 11:05:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",447,67827.39
"4637","D6",NA,NA,2016,2016-11-09,2016-11-09 11:05:00,"Hillea sp.","Hillea",NA,"Cryptophyte",4,606.96
"4638","D6",NA,NA,2016,2016-11-09,2016-11-09 11:05:00,"Monoraphidium minutum","Monoraphidium",NA,"Green Alga",1,151.74
"4639","D24","Lower Sacramento","Lower Sac",2016,2016-12-05,2016-12-05 09:45:00,"Aulacoseira sp.","Aulacoseira",NA,"Centric Diatom",1,455.22
"4640","D24","Lower Sacramento","Lower Sac",2016,2016-12-05,2016-12-05 09:45:00,"cf. Gymnodinium sp.","Gymnodinium",NA,"Dinoflagellate",1,455.22
"4641","D24","Lower Sacramento","Lower Sac",2016,2016-12-05,2016-12-05 09:45:00,"cf. Ochromonas sp.","Ochromonas",NA,"Chrysophyte",11,5007.39
"4642","D24","Lower Sacramento","Lower Sac",2016,2016-12-05,2016-12-05 09:45:00,"cf. Plagioselmis prolonga","Plagioselmis",NA,"Cryptophyte",1,455.22
"4643","D24","Lower Sacramento","Lower Sac",2016,2016-12-05,2016-12-05 09:45:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",8,3641.74
"4644","D24","Lower Sacramento","Lower Sac",2016,2016-12-05,2016-12-05 09:45:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",411,187094.35
"4645","D24","Lower Sacramento","Lower Sac",2016,2016-12-05,2016-12-05 09:45:00,"Nitzschia palea","Nitzschia",NA,"Pennate Diatom",1,455.22
"4646","D24","Lower Sacramento","Lower Sac",2016,2016-12-05,2016-12-05 09:45:00,"Pseudostaurosira brevistriata","Pseudostaurosira",NA,"Pennate Diatom",2,910.43
"4647","C3A","Upper Sacramento","Upper Sac",2016,2016-12-05,2016-12-05 11:00:00,"Achnanthidium minutissimum","Achnanthidium",NA,"Pennate Diatom",1,227.61
"4648","C3A","Upper Sacramento","Upper Sac",2016,2016-12-05,2016-12-05 11:00:00,"cf. Glaucospira sp.","Glaucospira",NA,"Cyanobacterium",1,227.61
"4649","C3A","Upper Sacramento","Upper Sac",2016,2016-12-05,2016-12-05 11:00:00,"cf. Nitzschia sp.","Nitzschia",NA,"Pennate Diatom",2,455.22
"4650","C3A","Upper Sacramento","Upper Sac",2016,2016-12-05,2016-12-05 11:00:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",15,3414.13
"4651","C3A","Upper Sacramento","Upper Sac",2016,2016-12-05,2016-12-05 11:00:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",864,196653.91
"4652","C3A","Upper Sacramento","Upper Sac",2016,2016-12-05,2016-12-05 11:00:00,"Chroococcus minimus","Chroococcus",NA,"Cyanobacterium",2,455.22
"4653","C3A","Upper Sacramento","Upper Sac",2016,2016-12-05,2016-12-05 11:00:00,"Chrysococcus sp.","Chrysococcus",NA,"Chrysophyte",1,227.61
"4654","C3A","Upper Sacramento","Upper Sac",2016,2016-12-05,2016-12-05 11:00:00,"Cryptomonas erosa","Cryptomonas",NA,"Cryptophyte",1,227.61
"4655","C3A","Upper Sacramento","Upper Sac",2016,2016-12-05,2016-12-05 11:00:00,"Planktolyngbya sp.","Planktolyngbya",NA,"Cyanobacterium",2,455.22
"4656","C9","Southern Delta","South Delta",2016,2016-12-06,2016-12-06 12:15:00,"Aulacoseira sp.","Aulacoseira",NA,"Centric Diatom",3,546.26
"4657","C9","Southern Delta","South Delta",2016,2016-12-06,2016-12-06 12:15:00,"cf. Ochromonas sp.","Ochromonas",NA,"Chrysophyte",3,546.26
"4658","C9","Southern Delta","South Delta",2016,2016-12-06,2016-12-06 12:15:00,"cf. Plagioselmis prolonga","Plagioselmis",NA,"Cryptophyte",6,1092.52
"4659","C9","Southern Delta","South Delta",2016,2016-12-06,2016-12-06 12:15:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",24,4370.09
"4660","C9","Southern Delta","South Delta",2016,2016-12-06,2016-12-06 12:15:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",502,91407.65
"4661","C9","Southern Delta","South Delta",2016,2016-12-06,2016-12-06 12:15:00,"Chrysococcus sp.","Chrysococcus",NA,"Chrysophyte",1,182.09
"4662","C9","Southern Delta","South Delta",2016,2016-12-06,2016-12-06 12:15:00,"Cocconeis placentula","Cocconeis",NA,"Pennate Diatom",2,364.17
"4663","C9","Southern Delta","South Delta",2016,2016-12-06,2016-12-06 12:15:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",4,728.35
"4664","C9","Southern Delta","South Delta",2016,2016-12-06,2016-12-06 12:15:00,"Euglena sp.","Euglena",NA,"Euglenoid",1,182.09
"4665","C9","Southern Delta","South Delta",2016,2016-12-06,2016-12-06 12:15:00,"Fragilaria sp.","Fragilaria",NA,"Pennate Diatom",2,364.17
"4666","C9","Southern Delta","South Delta",2016,2016-12-06,2016-12-06 12:15:00,"Nitzschia inconspicua","Nitzschia",NA,"Pennate Diatom",1,182.09
"4667","C9","Southern Delta","South Delta",2016,2016-12-06,2016-12-06 12:15:00,"Planktolyngbya sp.","Planktolyngbya",NA,"Cyanobacterium",1,182.09
"4668","C9","Southern Delta","South Delta",2016,2016-12-06,2016-12-06 12:15:00,"Rhodomonas cf. lacustris","Rhodomonas",NA,"Cryptophyte",5,910.43
"4669","C10A",NA,NA,2016,2016-12-06,2016-12-06 13:30:00,"Achnanthidium minutissimum","Achnanthidium",NA,"Pennate Diatom",4,910.43
"4670","C10A",NA,NA,2016,2016-12-06,2016-12-06 13:30:00,"cf. Cyclotella sp.","Cyclotella",NA,"Centric Diatom",4,910.43
"4671","C10A",NA,NA,2016,2016-12-06,2016-12-06 13:30:00,"cf. Ochromonas sp.","Ochromonas",NA,"Chrysophyte",3,682.83
"4672","C10A",NA,NA,2016,2016-12-06,2016-12-06 13:30:00,"cf. Plagioselmis prolonga","Plagioselmis",NA,"Cryptophyte",9,2048.48
"4673","C10A",NA,NA,2016,2016-12-06,2016-12-06 13:30:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",18,4096.96
"4674","C10A",NA,NA,2016,2016-12-06,2016-12-06 13:30:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",446,101513.48
"4675","C10A",NA,NA,2016,2016-12-06,2016-12-06 13:30:00,"Chroococcus sp.","Chroococcus",NA,"Cyanobacterium",1,227.61
"4676","C10A",NA,NA,2016,2016-12-06,2016-12-06 13:30:00,"Nitzschia palea","Nitzschia",NA,"Pennate Diatom",2,455.22
"4677","C10A",NA,NA,2016,2016-12-06,2016-12-06 13:30:00,"Nitzschia sp.","Nitzschia",NA,"Pennate Diatom",1,227.61
"4678","D12","Lower San Joaquin","Lower SJ",2016,2016-12-07,2016-12-07 09:52:00,"cf. Chloroidium ellipsoideum","Chloroidium",NA,"Green Alga",4,3641.74
"4679","D12","Lower San Joaquin","Lower SJ",2016,2016-12-07,2016-12-07 09:52:00,"cf. Ochromonas sp.","Ochromonas",NA,"Chrysophyte",6,5462.61
"4680","D12","Lower San Joaquin","Lower SJ",2016,2016-12-07,2016-12-07 09:52:00,"cf. Plagioselmis nannoplanctica","Plagioselmis",NA,"Cryptophyte",4,3641.74
"4681","D12","Lower San Joaquin","Lower SJ",2016,2016-12-07,2016-12-07 09:52:00,"cf. Pseudostaurosira parasitica","Pseudostaurosira",NA,"Pennate Diatom",1,910.43
"4682","D12","Lower San Joaquin","Lower SJ",2016,2016-12-07,2016-12-07 09:52:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",7,6373.04
"4683","D12","Lower San Joaquin","Lower SJ",2016,2016-12-07,2016-12-07 09:52:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",702,639125.22
"4684","D12","Lower San Joaquin","Lower SJ",2016,2016-12-07,2016-12-07 09:52:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",2,1820.87
"4685","D12","Lower San Joaquin","Lower SJ",2016,2016-12-07,2016-12-07 09:52:00,"Entomoneis sp.","Entomoneis",NA,"Pennate Diatom",1,910.43
"4686","D12","Lower San Joaquin","Lower SJ",2016,2016-12-07,2016-12-07 09:52:00,"Planktolyngbya sp.","Planktolyngbya",NA,"Cyanobacterium",2,1820.87
"4687","D19","Franks Tract","Franks",2016,2016-12-07,2016-12-07 11:02:00,"Aulacoseira sp.","Aulacoseira",NA,"Centric Diatom",1,303.48
"4688","D19","Franks Tract","Franks",2016,2016-12-07,2016-12-07 11:02:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",15,4552.17
"4689","D19","Franks Tract","Franks",2016,2016-12-07,2016-12-07 11:02:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",800,242782.61
"4690","D19","Franks Tract","Franks",2016,2016-12-07,2016-12-07 11:02:00,"Entomoneis sp.","Entomoneis",NA,"Pennate Diatom",1,303.48
"4691","D28A","Old and Middle river","OMR",2016,2016-12-07,2016-12-07 11:52:00,"cf. Plagioselmis prolonga","Plagioselmis",NA,"Cryptophyte",11,2002.96
"4692","D28A","Old and Middle river","OMR",2016,2016-12-07,2016-12-07 11:52:00,"cf. Synechococcus sp.","Synechococcus",NA,"Cyanobacterium",1,182.09
"4693","D28A","Old and Middle river","OMR",2016,2016-12-07,2016-12-07 11:52:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",18,3277.57
"4694","D28A","Old and Middle river","OMR",2016,2016-12-07,2016-12-07 11:52:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",587,106885.04
"4695","D28A","Old and Middle river","OMR",2016,2016-12-07,2016-12-07 11:52:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",3,546.26
"4696","D28A","Old and Middle river","OMR",2016,2016-12-07,2016-12-07 11:52:00,"Nitzschia frustulum","Nitzschia",NA,"Pennate Diatom",1,182.09
"4697","D28A","Old and Middle river","OMR",2016,2016-12-07,2016-12-07 11:52:00,"Nitzschia sp.","Nitzschia",NA,"Pennate Diatom",3,546.26
"4698","D28A","Old and Middle river","OMR",2016,2016-12-07,2016-12-07 11:52:00,"Ochromonas sp.","Ochromonas",NA,"Chrysophyte",3,546.26
"4699","D28A","Old and Middle river","OMR",2016,2016-12-07,2016-12-07 11:52:00,"Rhodomonas lacustris","Rhodomonas",NA,"Cryptophyte",2,364.17
"4700","D16","Lower San Joaquin","Lower SJ",2016,2016-12-08,2016-12-08 10:37:00,"Aulacoseira sp.","Aulacoseira",NA,"Centric Diatom",6,1707.07
"4701","D16","Lower San Joaquin","Lower SJ",2016,2016-12-08,2016-12-08 10:37:00,"cf. Achnanthes sp.","Achnanthes",NA,"Pennate Diatom",1,284.51
"4702","D16","Lower San Joaquin","Lower SJ",2016,2016-12-08,2016-12-08 10:37:00,"cf. Hemiselmis sp.","Hemiselmis",NA,"Cryptophyte",2,569.02
"4703","D16","Lower San Joaquin","Lower SJ",2016,2016-12-08,2016-12-08 10:37:00,"cf. Ochromonas sp.","Ochromonas",NA,"Chrysophyte",2,569.02
"4704","D16","Lower San Joaquin","Lower SJ",2016,2016-12-08,2016-12-08 10:37:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",414,117787.5
"4705","D16","Lower San Joaquin","Lower SJ",2016,2016-12-08,2016-12-08 10:37:00,"Cocconeis sp.","Cocconeis",NA,"Pennate Diatom",1,284.51
"4706","D16","Lower San Joaquin","Lower SJ",2016,2016-12-08,2016-12-08 10:37:00,"Navicula viridula var. rostellata","Navicula",NA,"Pennate Diatom",1,284.51
"4707","D16","Lower San Joaquin","Lower SJ",2016,2016-12-08,2016-12-08 10:37:00,"Nitzschia inconspicua","Nitzschia",NA,"Pennate Diatom",1,284.51
"4708","D16","Lower San Joaquin","Lower SJ",2016,2016-12-08,2016-12-08 10:37:00,"Nitzschia sp.","Nitzschia",NA,"Pennate Diatom",1,284.51
"4709","D16","Lower San Joaquin","Lower SJ",2016,2016-12-08,2016-12-08 10:37:00,"Plagioselmis nannoplanctica","Plagioselmis",NA,"Cryptophyte",2,569.02
"4710","D16","Lower San Joaquin","Lower SJ",2016,2016-12-08,2016-12-08 10:37:00,"Plagioselmis prolonga","Plagioselmis",NA,"Cryptophyte",3,853.53
"4711","D16","Lower San Joaquin","Lower SJ",2016,2016-12-08,2016-12-08 10:37:00,"Rhodomonas lacustris","Rhodomonas",NA,"Cryptophyte",1,284.51
"4712","D26","Lower San Joaquin","Lower SJ",2016,2016-12-08,2016-12-08 11:30:00,"Aulacoseira sp.","Aulacoseira",NA,"Centric Diatom",2,606.96
"4713","D26","Lower San Joaquin","Lower SJ",2016,2016-12-08,2016-12-08 11:30:00,"cf. Achnanthes sp.","Achnanthes",NA,"Pennate Diatom",1,303.48
"4714","D26","Lower San Joaquin","Lower SJ",2016,2016-12-08,2016-12-08 11:30:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",535,162360.87
"4715","D26","Lower San Joaquin","Lower SJ",2016,2016-12-08,2016-12-08 11:30:00,"Cymbella sp.","Cymbella",NA,"Pennate Diatom",1,303.48
"4716","D26","Lower San Joaquin","Lower SJ",2016,2016-12-08,2016-12-08 11:30:00,"Plagioselmis prolonga","Plagioselmis",NA,"Cryptophyte",1,303.48
"4717","MD10A","Eastern Delta","East Delta",2016,2016-12-08,2016-12-08 12:51:00,"Aulacoseira sp.","Aulacoseira",NA,"Centric Diatom",5,541.93
"4718","MD10A","Eastern Delta","East Delta",2016,2016-12-08,2016-12-08 12:51:00,"Bacillaria paxillifera","Bacillaria",NA,"Pennate Diatom",1,108.39
"4719","MD10A","Eastern Delta","East Delta",2016,2016-12-08,2016-12-08 12:51:00,"cf. Chromulina sp.","Chromulina",NA,"Chrysophyte",1,108.39
"4720","MD10A","Eastern Delta","East Delta",2016,2016-12-08,2016-12-08 12:51:00,"cf. Pseudanabaena sp.","Pseudanabaena",NA,"Cyanobacterium",1,108.39
"4721","MD10A","Eastern Delta","East Delta",2016,2016-12-08,2016-12-08 12:51:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",389,42161.8
"4722","MD10A","Eastern Delta","East Delta",2016,2016-12-08,2016-12-08 12:51:00,"Cocconeis placentula","Cocconeis",NA,"Pennate Diatom",1,108.39
"4723","MD10A","Eastern Delta","East Delta",2016,2016-12-08,2016-12-08 12:51:00,"Cocconeis sp.","Cocconeis",NA,"Pennate Diatom",2,216.77
"4724","MD10A","Eastern Delta","East Delta",2016,2016-12-08,2016-12-08 12:51:00,"Hemiaulus sp.","Hemiaulus",NA,"Centric Diatom",1,108.39
"4725","MD10A","Eastern Delta","East Delta",2016,2016-12-08,2016-12-08 12:51:00,"Nitzschia sp.","Nitzschia",NA,"Pennate Diatom",2,216.77
"4726","MD10A","Eastern Delta","East Delta",2016,2016-12-08,2016-12-08 12:51:00,"Plagioselmis prolonga","Plagioselmis",NA,"Cryptophyte",6,650.31
"4727","MD10A","Eastern Delta","East Delta",2016,2016-12-08,2016-12-08 12:51:00,"Rhodomonas lacustris","Rhodomonas",NA,"Cryptophyte",2,216.77
"4728","P8","Southern Delta","South Delta",2016,2016-12-08,2016-12-08 13:55:00,"cf. Komvophoron sp.","Komvophoron",NA,"Cyanobacterium",1,151.74
"4729","P8","Southern Delta","South Delta",2016,2016-12-08,2016-12-08 13:55:00,"cf. Ochromonas sp.","Ochromonas",NA,"Chrysophyte",12,1820.87
"4730","P8","Southern Delta","South Delta",2016,2016-12-08,2016-12-08 13:55:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",28,4248.7
"4731","P8","Southern Delta","South Delta",2016,2016-12-08,2016-12-08 13:55:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",817,123970.87
"4732","P8","Southern Delta","South Delta",2016,2016-12-08,2016-12-08 13:55:00,"Chroococcus minimus","Chroococcus",NA,"Cyanobacterium",1,151.74
"4733","P8","Southern Delta","South Delta",2016,2016-12-08,2016-12-08 13:55:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",7,1062.17
"4734","P8","Southern Delta","South Delta",2016,2016-12-08,2016-12-08 13:55:00,"Drepanochloris nannoselene","Drepanochloris",NA,"Green Alga",1,151.74
"4735","P8","Southern Delta","South Delta",2016,2016-12-08,2016-12-08 13:55:00,"Navicula sp.","Navicula",NA,"Pennate Diatom",1,151.74
